signal_date,signal_reference_date,execution_date,window_end,window_end_price_type,calendar_gap_days,cross_weekend_or_holiday,target_position,action,signal_close,execution_open,window_end_price,gap_return,post_execution_return,signal_to_window_return,estimated_gap_not_captured,estimated_post_execution_capture,date,confidence,target_position_signal,action_signal,run_name,ticker,stock_return,win,strong_up,wrong,position_bucket,confidence_bucket,debate_agreement
2025-10-24,2025-10-24,2025-10-27,2025-11-03,next_execution_open,3,True,0.2,买入,716.33958155,725.2001092,767.18537868,0.012369172216936342,0.05789473684210522,0.07098001902949558,0.0024738344433872686,0.011578947368421045,2025-10-24,0.6,0.2,买入,iflytek_weekly_2025q4_range,002230,0.05789473684210522,True,True,False,20%-40%,0.6-0.7,bullish_or_hold_consensus
2026-06-05,2026-06-05,2026-06-08,2026-06-15,next_execution_open,3,True,0.1,持有,7791.99434559,7480.31193039,7759.043175,-0.04000033898592359,0.03726198147935622,-0.004228849397028833,-0.0040000338985923594,0.003726198147935622,2026-06-05,0.55,0.1,持有,300308_weekly_2026q2,300308,0.03726198147935622,True,False,False,0%-20%,0.5-0.6,bullish_or_hold_consensus
2026-05-22,2026-05-22,2026-05-25,2026-06-01,next_execution_open,3,True,0.0,卖出,9666.1371136,9642.162816,9941.841536,-0.002480235622384086,0.03108003108003099,0.028522709657417433,-0.0,0.0,2026-05-22,0.8,0.0,卖出,moutai_weekly_2026q2,600519,0.03108003108003099,True,False,False,0%-20%,0.8-1.0,bullish_or_hold_consensus
2025-12-26,2025-12-26,2025-12-29,2025-12-31,end_close,3,True,0.0,卖出,665.76641604,666.17536347,685.53220849,0.0006142506142505777,0.02905668099038272,0.0296887796887797,0.0,0.0,2025-12-26,0.65,0.0,卖出,iflytek_weekly_2025q4_range,002230,0.02905668099038272,True,False,False,0%-20%,0.6-0.7,bullish_or_hold_consensus
2025-10-17,2025-10-17,2025-10-20,2025-10-27,next_execution_open,3,True,0.25,卖出,699.84536854,711.15958077,725.2001092,0.01616673159329962,0.019743147402721872,0.0362290611608882,0.004041682898324905,0.004935786850680468,2025-10-17,0.7,0.25,卖出,iflytek_weekly_2025q4_range,002230,0.019743147402721872,True,False,False,20%-40%,0.7-0.8,direction_disagreement
2026-06-26,2026-06-26,2026-06-29,2026-06-30,end_close,3,True,0.15,卖出,8962.52380791,8965.361433,9091.82748093,0.00031661004766259104,0.014106073567151434,0.014427149739438594,4.7491507149388656e-05,0.002115911035072715,2026-06-26,0.7,0.15,卖出,moutai_weekly_2026q2,600519,0.014106073567151434,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-10-10,2025-10-10,2025-10-13,2025-10-20,next_execution_open,3,True,0.05,卖出,7151.23780353,7043.2879134,7142.38945188,-0.015095273447166435,0.014070351758793898,-0.0012373174956693545,-0.0007547636723583218,0.0007035175879396949,2025-10-10,0.7,0.05,卖出,gree_weekly_2025q4_range,000651,0.014070351758793898,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-07,2025-11-07,2025-11-10,2025-11-17,next_execution_open,3,True,0.05,卖出,7082.22066066,7096.3780233,7188.40088046,0.001999000499750103,0.012967581047381493,0.014992503748125774,9.995002498750516e-05,0.0006483790523690747,2025-11-07,0.7,0.05,卖出,gree_weekly_2025q4_range,000651,0.012967581047381493,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2026-04-17,2026-04-17,2026-04-20,2026-04-27,next_execution_open,3,True,0.08,买入,10542.99704832,10511.231104,10638.59456,-0.0030129899661748283,0.012116892373485344,0.009067394332167966,-0.00024103919729398626,0.0009693513898788275,2026-04-17,0.7,0.08,买入,moutai_weekly_2026q2,600519,0.012116892373485344,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
2025-11-28,2025-11-28,2025-12-01,2025-12-08,next_execution_open,3,True,0.0,卖出,7142.38945188,7153.00747386,7234.41230904,0.0014866204162538033,0.011380504700643224,0.012884043607532147,0.0,0.0,2025-11-28,0.7,0.0,卖出,gree_weekly_2025q4_range,000651,0.011380504700643224,True,False,False,0%-20%,0.7-0.8,bullish_or_hold_consensus
